,Id,Temperature (K),Pressure (kPa),Phase,N Components,Component 1,Role 1,Mole Fraction 1,Exact Amount 1,Component 2,Role 2,Mole Fraction 2,Exact Amount 2,Component 3,Role 3,Mole Fraction 3,Exact Amount 3,EnthalpyOfMixing Value (kJ / mol),EnthalpyOfMixing Uncertainty (kJ / mol),DielectricConstant Value (),DielectricConstant Uncertainty (),Density Value (g / ml),Density Uncertainty (g / ml),ExcessMolarVolume Value (cm ** 3 / mol),ExcessMolarVolume Uncertainty (cm ** 3 / mol),Source
0,-7390970285869849980,298.15,101.325,Liquid,1,C=CC(=O)OC,Solvent,1.0,,,,,,,,,,,,,,0.9475600000000002,0.000445,,,10.1016/j.jct.2012.10.015
1,368296223399197590,298.15,101.325,Liquid,1,C=CC(=O)OCC,Solvent,1.0,,,,,,,,,,,,,,0.9159500000000004,0.00043,,,10.1016/j.jct.2012.10.015
2,-6733791083803160861,298.15,101.325,Liquid,1,C=CC(=O)OCCCC,Solvent,1.0,,,,,,,,,,,,,,0.8941000000000002,0.000425,,,10.1016/j.jct.2012.10.015
3,-7303564559334284579,298.15,101.325,Liquid,1,C=Cc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.9018600000000002,0.000725,,,10.1021/je049572f
4,2581459179039975800,298.15,101.325,Liquid,1,NC1CCCCC1,Solvent,1.0,,,,,,,,,,,,,,0.8626900000000003,0.00012,,,10.1016/j.jct.2014.09.005
5,879373988983626550,298.15,101.0,Liquid,1,CC(C)(C)N,Solvent,1.0,,,,,,,,,,,,,,0.6960000000000002,0.0003,,,10.1007/s10765-010-0752-6
6,2276010420888753512,298.15,101.0,Liquid,1,CCCCN,Solvent,1.0,,,,,,,,,,,,,,0.7333300000000003,0.00055,,,10.1021/je301167q
7,-5187617237272931023,298.15,101.325,Liquid,1,CC(=O)CC(C)=O,Solvent,1.0,,,,,,,,,,,,,,0.9721000000000004,0.0013,,,10.1016/j.fluid.2007.12.008
8,8882143389622974978,298.15,101.325,Liquid,1,OCCCCO,Solvent,1.0,,,,,,,,,,,,,,1.0129600000000003,0.005,,,10.1021/acs.jced.6b00092
9,-6050800059766064037,298.15,101.325,Liquid,1,Clc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,1.1009000000000004,0.0057,,,10.1016/j.jct.2005.12.009
10,3046462139357827845,298.15,101.325,Liquid,1,Brc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,1.4882720000000005,0.002699,,,10.1007/s10765-008-0399-8
11,-8735611920754652774,298.15,101.325,Liquid,1,O=[N+]([O-])c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,1.1983,0.00635,,,10.1016/j.jct.2005.12.009
12,-284833292054490528,298.15,101.0,Liquid,1,Cc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.8620100000000002,0.00102,,,10.1021/je050414d
13,2325331591338422858,298.15,101.325,Liquid,1,CC(C)=O,Solvent,1.0,,,,,,,,,,,,,,0.7843000000000001,0.001,,,10.1021/je500418f
14,6578771278126129331,298.15,101.325,Liquid,1,C1CCCC1,Solvent,1.0,,,,,,,,,,,,,,0.7378000000000001,0.0008,,,10.1016/j.fluid.2013.10.057
15,-4770765282718661505,298.15,101.325,Liquid,1,C1COCO1,Solvent,1.0,,,,,,,,,,,,,,1.05862,0.002515,,,10.1016/j.jct.2003.09.001
16,-1707608689366619724,298.15,101.325,Liquid,1,CCCCCl,Solvent,1.0,,,,,,,,,,,,,,0.8811720000000003,0.001121,,,10.1016/j.fluid.2012.10.015
17,-3723808973045224952,298.15,101.325,Liquid,1,CC(C)(C)Cl,Solvent,1.0,,,,,,,,,,,,,,0.8364500000000002,0.000585,,,10.1016/j.jct.2006.10.003
18,6857276990652836599,298.15,101.325,Liquid,1,CC(C)OC(C)C,Solvent,1.0,,,,,,,,,,,,,,0.7238000000000001,0.003005,,,10.1021/acs.jced.5b00527
19,-6665721896626850823,298.15,101.325,Liquid,1,CC(C)CCl,Solvent,1.0,,,,,,,,,,,,,,0.8711300000000002,0.000525,,,10.1016/j.jct.2006.10.003
20,-8823518474569596769,298.15,101.0,Liquid,1,CC(C)O,Solvent,1.0,,,,,,,,,,,,,,0.7810500000000001,0.00391,,,10.1016/j.jct.2005.06.011
21,-4117616109487691442,298.15,101.325,Liquid,1,COC(C)(C)C,Solvent,1.0,,,,,,,,,,,,,,0.7347000000000002,0.001,,,10.1021/je060025z
22,1084135834514711771,298.15,101.0,Liquid,1,c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.8736000000000003,0.001685,,,10.1016/j.jct.2006.02.001
23,-2472791571138054422,298.15,101.0,Liquid,1,CCc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.8625800000000002,0.000505,,,10.1016/j.jct.2013.12.025
24,7857304641325036101,298.15,101.0,Liquid,1,CC(C)CC(C)(C)C,Solvent,1.0,,,,,,,,,,,,,,0.6863000000000001,0.00318,,,10.1021/je050333h
25,4893550471210261084,298.15,100.0,Liquid,1,CC(C)(C)O,Solvent,1.0,,,,,,,,,,,,,,0.7806100000000002,0.002005,,,10.1016/j.jct.2019.01.025
26,-5994977049917306847,293.15,101.0,Liquid,1,ClCCCl,Solvent,1.0,,,,,,,,,,,,,,1.2527660000000005,0.000298,,,10.1007/s10765-010-0874-x
27,-1433622137558659627,293.15,101.0,Liquid,1,ClC(Cl)=C(Cl)Cl,Solvent,1.0,,,,,,,,,,,,,,1.6227450000000003,0.0006135,,,10.1007/s10765-010-0874-x
28,-4092707911911655693,298.15,101.325,Liquid,1,BrCBr,Solvent,1.0,,,,,,,,,,,,,,2.4783700000000004,0.002055,,,10.1007/s10765-005-5570-x
29,-2879114042359507353,298.15,101.325,Liquid,1,CO,Solvent,1.0,,,,,,,,,,,,,,0.7859000000000002,0.02,,,10.1016/j.fluid.2013.11.008
30,-921282294744672069,298.15,101.325,Liquid,1,COCOC,Solvent,1.0,,,,,,,,,,,,,,0.8475100000000002,0.000575,,,10.1016/j.fluid.2004.12.007
31,8597281369501989115,298.15,101.325,Liquid,1,COCCOC,Solvent,1.0,,,,,,,,,,,,,,0.8637000000000002,0.0012,,,10.1021/je020148t
32,-3036678211905033984,297.98,101.325,Liquid,1,BrCCCBr,Solvent,1.0,,,,,,,,,,,,,,1.9702200000000003,0.0006,,,10.1007/s10765-009-0610-6
33,1262181940357154362,298.15,101.325,Liquid,1,CCN(CC)CC,Solvent,1.0,,,,,,,,,,,,,,0.7233000000000002,0.00035,,,10.1021/je030147g
34,-6054070973279583175,298.15,101.325,Liquid,1,CCCCN(CCCC)CCCC,Solvent,1.0,,,,,,,,,,,,,,0.7733000000000001,0.0004,,,10.1021/je030147g
35,3662794399127694457,298.15,101.325,Liquid,1,CCCCCCCl,Solvent,1.0,,,,,,,,,,,,,,0.8732100000000003,0.00052,,,10.1016/j.jct.2007.01.017
36,98806161493759458,298.15,101.325,Liquid,1,CCCCCCCCl,Solvent,1.0,,,,,,,,,,,,,,0.8704000000000002,0.0002,,,10.1021/je700325c
37,-5564340251081737538,298.15,101.325,Liquid,1,CCCCCCCCCl,Solvent,1.0,,,,,,,,,,,,,,0.8689800000000002,0.00104,,,10.1016/j.jct.2007.01.017
38,-3732450117276082244,298.15,101.325,Liquid,1,O=Cc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,1.0470000000000002,0.0036,,,10.1021/je900212d
39,4885192220460531735,298.15,101.325,Liquid,1,CCCCCC,Solvent,1.0,,,,,,,,,,,,,,0.6590000000000001,0.01,,,10.1021/acs.jced.5b00542
40,6102465389470915233,298.15,101.325,Liquid,1,CCCCCCCC,Solvent,1.0,,,,,,,,,,,,,,0.6987500000000002,0.01,,,10.1016/j.jct.2012.07.006
41,7706179468154003347,298.15,101.325,Liquid,1,CC#N,Solvent,1.0,,,,,,,,,,,,,,0.7811000000000002,0.0064,,,10.1007/s10765-016-2096-3
42,-1630368378755771789,298.15,101.0,Liquid,1,Cc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,,,,,1.0660100000000003,0.00049,,,10.1016/j.fluid.2011.07.018
43,1125693382886109033,298.15,101.0,Liquid,1,Cc1ccc(Cl)cc1,Solvent,1.0,,,,,,,,,,,,,,1.0642100000000003,0.000485,,,10.1016/j.fluid.2011.07.018
44,-5128227235559664606,298.15,101.325,Liquid,1,CC(=O)OCCC(C)C,Solvent,1.0,,,,,,,,,,,,,,0.8760100000000002,0.00612,,,10.1021/je050001c
45,2753878308003001217,298.15,101.325,Liquid,1,C=C(C)C(=O)OC,Solvent,1.0,,,,,,,,,,,,,,0.9376300000000002,0.00046,,,10.1021/je034022n
46,-3361665964379434352,298.15,101.325,Liquid,1,C1CCOCC1,Solvent,1.0,,,,,,,,,,,,,,0.8791600000000002,0.000885,,,10.1021/acs.jced.7b01091
47,-3545759045497678917,298.15,101.0,Liquid,1,COP(C)(=O)OC,Solvent,1.0,,,,,,,,,,,,,,1.1566000000000003,0.0006,,,10.1007/s10765-011-0989-8
48,6421643277347907715,298.15,101.0,Liquid,1,CO[PH](=O)OC,Solvent,1.0,,,,,,,,,,,,,,1.1849000000000005,0.0009,,,10.1007/s10765-011-0989-8
49,-1065436728214193919,298.15,101.325,Liquid,1,Cc1cccc(C)n1,Solvent,1.0,,,,,,,,,,,,,,0.9181900000000004,0.000225,,,10.1021/je200093f
50,-3470994328711162781,298.15,101.325,Liquid,1,Nc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,1.0173,0.00305,,,10.1016/j.fluid.2010.08.010
51,806757075356683690,298.15,101.0,Liquid,1,Clc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,,,,,1.2828200000000003,0.000735,,,10.1016/j.fluid.2011.07.018
52,5237013710041800690,298.15,101.0,Liquid,1,Clc1ccc(Cl)c(Cl)c1,Solvent,1.0,,,,,,,,,,,,,,1.4476600000000004,0.00095,,,10.1016/j.fluid.2011.07.018
53,1421308473943555012,298.15,101.0,Liquid,1,CN(C)C=O,Solvent,1.0,,,,,,,,,,,,,,0.9442600000000002,0.005015,,,10.1021/je4009238
54,-6502913749030134233,303.15,101.325,Liquid,1,CC(=O)N(C)C,Solvent,1.0,,,,,,,,,,,,,,0.9360000000000004,0.00645,,,10.1007/s10765-016-2096-3
55,-563411937135546,298.15,101.0,Liquid,1,Cc1cc(C)nc(C)c1,Solvent,1.0,,,,,,,,,,,,,,0.9098400000000002,0.00012,,,10.1007/s10765-011-1149-x
56,-2111907015304095523,303.15,101.325,Liquid,1,OCCO,Solvent,1.0,,,,,,,,,,,,,,1.1062600000000002,0.0031,,,10.1016/j.jct.2018.09.031
57,6833416667553472617,298.15,101.325,Liquid,1,ClC=C(Cl)Cl,Solvent,1.0,,,,,,,,,,,,,,1.4640000000000004,0.008,,,10.1016/j.jct.2005.12.009
58,4752023760964505470,298.15,101.325,Liquid,1,CCCOC(C)=O,Solvent,1.0,,,,,,,,,,,,,,0.8860000000000002,0.005,,,10.1021/acs.jced.7b01107
59,-5634079730579583572,298.15,101.325,Liquid,1,C1CCCCCCC1,Solvent,1.0,,,,,,,,,,,,,,0.8309670000000002,0.0004115,,,10.1016/j.fluid.2008.02.008
60,-3253095663297637456,298.15,101.325,Liquid,1,ClCBr,Solvent,1.0,,,,,,,,,,,,,,1.9248800000000008,0.001275,,,10.1007/s10765-005-5570-x
61,8635249585144705143,298.15,101.325,Liquid,1,CCOCCO,Solvent,1.0,,,,,,,,,,,,,,0.9287300000000004,0.001,,,10.1016/j.fluid.2014.07.041
62,-8866785805197711460,298.15,101.325,Liquid,1,C1CCCCC1,Solvent,1.0,,,,,,,,,,,,,,0.7739600000000002,0.01,,,10.1016/j.jct.2012.07.006
63,4305179878045260247,298.15,101.325,Liquid,1,O,Solvent,1.0,,,,,,,,,,,,,,0.9970500000000002,0.008,,,10.1021/acs.jced.6b00019
64,-584466378519458331,293.2,101.325,Liquid,1,COC(=O)CCC(=O)OC,Solvent,1.0,,,,,,,,,,,,,,1.1191300000000004,0.00082,,,10.1021/je700206y
65,1308836126974891055,293.2,101.325,Liquid,1,COC(=O)CCCC(=O)OC,Solvent,1.0,,,,,,,,,,,,,,1.0877400000000004,0.000325,,,10.1021/je049571n
66,-7185650575744159232,298.15,101.325,Liquid,1,COC(=O)CCCCC(=O)OC,Solvent,1.0,,,,,,,,,,,,,,1.0565240000000002,0.0001375,,,10.1016/j.jct.2011.12.024
67,3567824994962690881,298.15,101.325,Liquid,1,O=C(c1ccccc1)N(O)c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.7845000000000002,0.00055,,,10.1016/j.jct.2012.03.019
68,-459475055863220124,298.15,101.325,Liquid,1,Cc1ccccc1N(O)C(=O)c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.7845000000000002,0.00055,,,10.1016/j.jct.2012.03.019
69,-6466927862269940267,298.15,101.325,Liquid,1,OC1=NCCC1,Solvent,1.0,,,,,,,,,,,,,,1.1070190000000002,0.00118,,,10.1021/je0340809
70,-5895311960324126332,298.15,101.325,Liquid,1,CCO,Solvent,1.0,,,,,,,,,,,,,,0.7864000000000002,0.02,,,10.1016/j.fluid.2013.11.008
71,4700888467251219145,298.15,101.325,Liquid,1,C=COC(=O)CC,Solvent,1.0,,,,,,,,,,,,,,0.9096900000000002,0.00013,,,10.1021/je049909d
72,502300408357731676,298.15,101.325,Liquid,1,COCCOCCO,Solvent,1.0,,,,,,,,,,,,,,1.0163000000000002,0.001,,,10.1021/acs.jced.5b00662
73,-5410335566180493889,298.15,101.325,Liquid,1,CC(=O)c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,1.0238000000000005,0.0015,,,10.1016/j.fluid.2008.07.018
74,-8743603541286065718,298.15,101.325,Liquid,1,CCCCO,Solvent,1.0,,,,,,,,,,,,,,0.8055000000000002,0.02,,,10.1016/j.fluid.2013.11.008
75,-15686183370557149,298.15,101.325,Liquid,1,CCOC(=O)C(=O)OCC,Solvent,1.0,,,,,,,,,,,,,,1.0729000000000004,0.00055,,,10.1021/je0301489
76,-6566470650212113513,298.15,101.325,Liquid,1,CCCCl,Solvent,1.0,,,,,,,,,,,,,,0.8832900000000001,0.000115,,,10.1016/j.tca.2011.07.023
77,-8249971108300805317,308.15,101.325,Liquid,1,Cc1ccc2ccccc2c1,Solvent,1.0,,,,,,,,,,,,,,0.9956000000000004,0.00015,,,10.1016/j.fluid.2015.04.001
78,5885914532753463182,298.15,101.0,Liquid,1,CCOC(C)(C)C,Solvent,1.0,,,,,,,,,,,,,,0.7348060000000002,0.0002835,,,10.1016/j.fluid.2008.03.004
79,-430128546515577280,298.15,101.0,Liquid,1,Cc1ccccc1C,Solvent,1.0,,,,,,,,,,,,,,0.8751100000000003,0.00066,,,10.1021/je7002513
80,5307183999708539824,298.15,101.325,Liquid,1,Cc1cccc(C)c1,Solvent,1.0,,,,,,,,,,,,,,0.8594000000000002,0.00115,,,10.1021/je049899g
81,4389732820291497582,298.15,101.0,Liquid,1,Cc1ccc(C)cc1,Solvent,1.0,,,,,,,,,,,,,,0.8567000000000002,0.0007,,,10.1021/je7002513
82,1178905563849926499,298.15,101.325,Liquid,1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,Solvent,1.0,,,,,,,,,,,,,,1.7284000000000006,0.00045,,,10.1016/j.fluid.2010.01.027
83,-4807810688623552250,298.15,101.0,Liquid,1,c1coc(Cc2ccco2)c1,Solvent,1.0,,,,,,,,,,,,,,1.0909100000000005,0.000515,,,10.1016/j.jct.2010.05.016
84,4300296925257348614,298.15,101.325,Liquid,1,Cn1ccnc1,Solvent,1.0,,,,,,,,,,,,,,1.0332000000000003,0.0008,,,10.1016/j.fluid.2009.02.011
85,2505665590694738123,298.15,101.325,Liquid,1,NCCN,Solvent,1.0,,,,,,,,,,,,,,0.8953230000000002,0.0020005,,,10.1016/j.fluid.2016.08.014
86,6919918690996967417,298.15,101.325,Liquid,1,CCCCCCCCN(CCCCCCCC)CCCCCCCC,Solvent,1.0,,,,,,,,,,,,,,0.8074600000000002,0.001805,,,10.1021/je900586f
87,-8185209716991064347,298.15,101.325,Liquid,1,CC(=O)CO,Solvent,1.0,,,,,,,,,,,,,,1.0749200000000003,0.00313,,,10.1016/j.fluid.2018.01.026
88,6725694421750657881,298.15,101.325,Liquid,1,CCCCCCO,Solvent,1.0,,,,,,,,,,,,,,0.8159000000000002,0.001415,,,10.1016/j.jct.2019.02.027
89,-4810697501018167231,298.15,101.325,Liquid,1,CN1CCOCC1,Solvent,1.0,,,,,,,,,,,,,,0.9140600000000002,0.00077,,,10.1021/je7005055
90,-2484243329635824141,298.15,101.325,Liquid,1,COC(=O)CCC(C)=O,Solvent,1.0,,,,,,,,,,,,,,1.0453960000000002,0.0004655,,,10.1016/j.jct.2013.06.020
91,6709251297381448500,298.15,101.0,Liquid,1,CCCOCCO,Solvent,1.0,,,,,,,,,,,,,,0.9081900000000004,0.00073,,,10.1016/j.jct.2007.09.004
92,5144194413354933138,298.15,101.0,Liquid,1,OCCOCCO,Solvent,1.0,,,,,,,,,,,,,,1.1130000000000002,0.00145,,,10.1016/j.fluid.2014.04.019
93,2336314769259117689,298.15,101.325,Liquid,1,CCCCOCCOC(C)=O,Solvent,1.0,,,,,,,,,,,,,,0.9351200000000002,0.00015,,,10.1016/j.tca.2008.02.008
94,-763377861401588756,293.15,100.0,Liquid,1,CCOCCOCCOC(C)=O,Solvent,1.0,,,,,,,,,,,,,,1.0094600000000002,0.000125,,,10.1016/j.fluid.2014.02.029
95,557618858794600638,297.45,101.325,Liquid,1,OCCCOCCCO,Solvent,1.0,,,,,,,,,,,,,,1.0200000000000002,0.001,,,10.1021/je049960h
96,5766191619802522783,298.15,101.325,Liquid,1,CCCCOCOC,Solvent,1.0,,,,,,,,,,,,,,0.8371000000000002,0.0004,,,10.1016/j.fluid.2014.12.029
97,1882405540408400895,298.15,101.325,Liquid,1,OCCCO,Solvent,1.0,,,,,,,,,,,,,,1.0503700000000002,0.00084,,,10.1016/j.jct.2008.07.005
98,3294663494007636446,298.15,101.0,Liquid,1,CC(=O)OC(C)(C)C,Solvent,1.0,,,,,,,,,,,,,,0.8597500000000002,0.000475,,,10.1021/je900442b
99,-2113802518128718635,298.15,101.325,Liquid,1,CCCC(=O)O,Solvent,1.0,,,,,,,,,,,,,,0.9526800000000002,0.005,,,10.1021/acs.jced.6b00112
100,-7701565122566443711,298.15,101.325,Liquid,1,CCNCC,Solvent,1.0,,,,,,,,,,,,,,0.6993300000000002,0.00035,,,10.1016/j.jct.2008.05.003
101,2878971640639700171,298.15,101.0,Liquid,1,C=CCCCC,Solvent,1.0,,,,,,,,,,,,,,0.6682800000000001,0.000243,,,10.1021/je100595s
102,7808645781741216196,298.15,101.325,Liquid,1,CCCCCO,Solvent,1.0,,,,,,,,,,,,,,0.8108300000000003,0.000875,,,10.1021/je034053i
103,8753593464599291304,298.15,101.0,Liquid,1,Cc1ccc(C)c(C)c1,Solvent,1.0,,,,,,,,,,,,,,0.8717100000000002,0.00027,,,10.1021/je800046k
104,-6498249372678253290,298.15,100.7,Liquid,1,CCCC=O,Solvent,1.0,,,,,,,,,,,,,,0.7969900000000002,0.000105,,,10.1016/j.jct.2015.09.022
105,7396131277306514590,298.15,101.0,Liquid,1,CCCCOC(C)=O,Solvent,1.0,,,,,,,,,,,,,,0.8763000000000002,0.00065,,,10.1016/j.jct.2005.07.020
106,2154874308709470074,298.15,101.325,Liquid,1,CCCC(C)C,Solvent,1.0,,,,,,,,,,,,,,0.6497800000000001,0.00047,,,10.1016/j.jct.2004.05.006
107,-8934725962971091710,298.15,101.325,Liquid,1,COC(=O)OC,Solvent,1.0,,,,,,,,,,,,,,1.0700000000000005,0.05,,,10.1016/j.jct.2012.12.025
108,-3021381884389972727,298.15,101.325,Liquid,1,CCOC(=O)OCC,Solvent,1.0,,,,,,,,,,,,,,0.9700000000000002,0.05,,,10.1016/j.jct.2012.12.025
109,-3112648199259408520,300.15,101.325,Liquid,1,CNc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.9798000000000002,0.0003,,,10.1016/j.jct.2011.10.028
110,3153166953229580297,303.15,101.0,Liquid,1,CCNc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.9526000000000002,0.00025,,,10.1021/je1008262
111,3134113632917513687,298.15,101.0,Liquid,1,CCC(C)=O,Solvent,1.0,,,,,,,,,,,,,,0.7997000000000002,0.0009,,,10.1016/j.jct.2005.07.020
112,4040077441878931015,298.15,101.325,Liquid,1,CC(C)OC(=O)[C@H](C)O,Solvent,1.0,,,,,,,,,,,,,,0.9869420000000002,0.0001,,,10.1016/j.fluid.2005.02.015
113,1735479203177464085,298.15,101.325,Liquid,1,CCCCOC(=O)[C@H](C)O,Solvent,1.0,,,,,,,,,,,,,,0.9821780000000002,0.0001045,,,10.1016/j.fluid.2005.02.015
114,5120032863774520830,298.15,101.325,Liquid,1,CCOC(=O)[C@H](C)O,Solvent,1.0,,,,,,,,,,,,,,1.0329390000000005,0.0001195,,,10.1016/j.fluid.2005.02.015
115,-1889244192021643737,298.15,101.325,Liquid,1,c1cc[nH]c1,Solvent,1.0,,,,,,,,,,,,,,0.9659000000000002,0.00146,,,10.1021/je8006265
116,7755185954154707034,298.15,101.325,Liquid,1,c1ccncc1,Solvent,1.0,,,,,,,,,,,,,,0.9782490000000004,0.000511,,,10.1021/je4004965
117,-5792062764080025720,298.15,101.325,Liquid,1,CCCCCCC,Solvent,1.0,,,,,,,,,,,,,,0.6797100000000001,0.01,,,10.1016/j.jct.2012.07.006
118,8206315528401191190,298.15,101.325,Liquid,1,CCCN(CCC)CCC,Solvent,1.0,,,,,,,,,,,,,,0.7521000000000002,0.0004,,,10.1016/j.jct.2012.07.012
119,-8259612451377294682,298.15,101.325,Liquid,1,CCCCCN(CCCCC)CCCCC,Solvent,1.0,,,,,,,,,,,,,,0.7864100000000002,0.000815,,,10.1016/j.jct.2012.07.012
120,-5358985313542210980,298.15,101.325,Liquid,1,CCCCCCN(CCCCCC)CCCCCC,Solvent,1.0,,,,,,,,,,,,,,0.7962200000000003,0.001445,,,10.1016/j.jct.2012.07.012
121,-5588435072427217888,303.2,101.325,Liquid,1,NCCN1CCNCC1,Solvent,1.0,,,,,,,,,,,,,,0.9811290000000004,0.000512,,,10.1016/j.fluid.2018.01.030
122,-2643457824189909750,298.15,101.325,Liquid,1,CC(=O)C(C)C,Solvent,1.0,,,,,,,,,,,,,,0.7985100000000002,0.00035,,,10.1021/acs.jced.7b00035
123,194699681006051052,298.15,101.325,Liquid,1,CC(=O)CC(C)C,Solvent,1.0,,,,,,,,,,,,,,0.8005890000000002,0.0050015,,,10.1021/acs.jced.8b00120
124,-8867142169579393527,298.15,101.325,Liquid,1,CCOC(=O)CC(C)=O,Solvent,1.0,,,,,,,,,,,,,,1.0235000000000003,0.00055,,,10.1016/j.fluid.2008.03.012
125,-6688127667965560367,298.15,101.325,Liquid,1,CN(C)c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.9520500000000002,0.000115,,,10.1021/je500448j
126,-1722458101573422938,303.15,101.325,Liquid,1,Nc1ccccc1Cl,Solvent,1.0,,,,,,,,,,,,,,1.2023800000000004,0.00027,,,10.1016/j.fluid.2018.01.025
127,2067107714545449760,303.15,101.325,Liquid,1,Nc1cccc(Cl)c1,Solvent,1.0,,,,,,,,,,,,,,1.2057500000000003,0.00029,,,10.1016/j.fluid.2018.01.025
128,-1900345591296192414,298.2,101.325,Liquid,1,C1COCCO1,Solvent,1.0,,,,,,,,,,,,,,1.0279000000000005,0.000445,,,10.1016/j.jct.2012.05.032
129,-5106531241498744802,303.15,101.325,Liquid,1,CN(C)CCO,Solvent,1.0,,,,,,,,,,,,,,0.8795700000000003,0.000115,,,10.1021/acs.jced.5b00282
130,-392503224713300793,303.15,101.3,Liquid,1,CCN(CC)c1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.9262000000000002,0.00015,,,10.1016/j.tca.2011.02.004
131,4467583724385211779,298.15,101.325,Liquid,1,C1CCNCC1,Solvent,1.0,,,,,,,,,,,,,,0.8646000000000003,0.0009,,,10.1016/j.fluid.2009.10.018
132,-2167448412971409356,298.15,101.325,Liquid,1,Cc1ccccc1O,Solvent,1.0,,,,,,,,,,,,,,1.0460000000000005,0.00145,,,10.1016/j.fluid.2006.03.018
133,-6212197542561117365,298.15,101.325,Liquid,1,Cc1cccc(O)c1,Solvent,1.0,,,,,,,,,,,,,,1.0300000000000002,0.00385,,,10.1016/j.jct.2006.03.006
134,8027670688779356697,298.15,101.325,Liquid,1,Cc1ccc(O)cc1,Solvent,1.0,,,,,,,,,,,,,,1.1540000000000004,0.025,,,10.1016/j.jct.2006.12.017
135,4701974975785457455,298.15,101.325,Liquid,1,CCCCCCCCC,Solvent,1.0,,,,,,,,,,,,,,0.7139000000000002,0.0015,,,10.1021/je050159x
136,-5498464532998961561,298.15,101.325,Liquid,1,CC1CCCCC1,Solvent,1.0,,,,,,,,,,,,,,0.7649500000000002,0.008,,,10.1021/acs.jced.6b00019
137,6281714362726661019,298.15,101.325,Liquid,1,CCCOC(=O)OCCC,Solvent,1.0,,,,,,,,,,,,,,0.9383500000000002,6.500000000000002e-05,,,10.1016/j.fluid.2018.09.023
138,4292874086133071980,298.15,101.0,Liquid,1,O=C1CCCO1,Solvent,1.0,,,,,,,,,,,,,,1.1237500000000002,0.000285,,,10.1021/je900503p
139,6410499312832896308,293.15,101.325,Liquid,1,CCc1cccc(C)c1,Solvent,1.0,,,,,,,,,,,,,,0.8644400000000002,0.000105,,,10.1016/j.jct.2013.01.016
140,-6954989088244622082,293.15,101.325,Liquid,1,CCc1ccc(C)cc1,Solvent,1.0,,,,,,,,,,,,,,0.8610700000000002,5.0000000000000016e-05,,,10.1016/j.jct.2013.01.016
141,8554830862571115978,298.15,100.0,Liquid,1,CS(C)=O,Solvent,1.0,,,,,,,,,,,,,,1.0950000000000002,0.002,,,10.1016/j.jct.2018.02.018
142,-2671321946811970786,298.15,101.325,Liquid,1,CCCCCCC(=O)O,Solvent,1.0,,,,,,,,,,,,,,0.9180000000000004,0.0019,,,10.1021/je101191e
143,-2541830096539764819,298.15,101.325,Liquid,1,CCCCC(=O)O,Solvent,1.0,,,,,,,,,,,,,,0.9348500000000004,0.00038,,,10.1016/j.tca.2014.06.031
144,3348189303473681743,298.15,101.0,Liquid,1,CCCO,Solvent,1.0,,,,,,,,,,,,,,0.8096500000000002,0.004055,,,10.1016/j.jct.2005.06.011
145,7585347945518426628,298.15,101.325,Liquid,1,C[N+](=O)[O-],Solvent,1.0,,,,,,,,,,,,,,1.1311000000000002,0.00115,,,10.1016/j.jct.2018.08.035
146,-3078466773913570622,298.15,101.325,Liquid,1,CCC(O)CC,Solvent,1.0,,,,,,,,,,,,,,0.8158000000000002,0.00085,,,10.1016/j.jct.2018.08.035
147,-9051594770343134436,298.15,101.325,Liquid,1,COc1ccccc1,Solvent,1.0,,,,,,,,,,,,,,0.9893000000000002,0.001,,,10.1016/j.jct.2007.03.007
148,4971921506706936015,298.15,101.325,Liquid,1,Cc1ccco1,Solvent,1.0,,,,,,,,,,,,,,0.9107300000000004,0.00111,,,10.1016/j.jct.2019.02.027
149,3579451971970962893,298.15,101.325,Liquid,1,CCCCOCCCC,Solvent,1.0,,,,,,,,,,,,,,0.7640700000000002,0.001,,,10.1021/je034022n
150,-3542386380186591205,303.0,101.0,Liquid,1,ClC(Cl)Cl,Solvent,1.0,,,,,,,,,,,,,,1.4753000000000005,0.01,,,10.1016/j.jct.2013.10.008
151,-1526258022879607403,298.15,101.325,Liquid,1,Cc1cc(C)cc(C)c1,Solvent,1.0,,,,,,,,,,,,,,0.8611200000000002,0.000295,,,10.1021/je060490w
